District ID ,District Name ,School ID,School Name,School Year,Total ,Prekindergarten ,KindergartenFull Day ,KindergartenExtended Day ,KindergartenHalf Day ,Totalk,Grade 1 ,Grade 2 ,Grade 3,Grade 4,Grade 5,Grade 6,Grade 7,Grade 8,Grade 9,Grade10,Grade11,Grade12
54,Glastonbury School District,2,Buttonball Lane School,2010-11,518,NA,1,1,72,74,79,91,97,94,83,NA,NA,NA,NA,NA,NA,NA
54,Glastonbury School District,3,Eastbury School,2010-11,303,NA,24,NA,9,33,47,45,57,58,63,NA,NA,NA,NA,NA,NA,NA
54,Glastonbury School District,8,Gideon Welles School,2010-11,506,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,506,NA,NA,NA,NA,NA,NA
54,Glastonbury School District,61,Glastonbury High School,2010-11,2202,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,584,559,505,554
54,Glastonbury School District,4,Hebron Avenue School,2010-11,505,NA,53,NA,13,66,85,82,95,75,102,NA,NA,NA,NA,NA,NA,NA
54,Glastonbury School District,6,Hopewell School,2010-11,502,NA,51,NA,12,63,76,85,88,99,91,NA,NA,NA,NA,NA,NA,NA
54,Glastonbury School District,7,Naubuc School,2010-11,485,29,5,20,49,74,70,66,83,83,80,NA,NA,NA,NA,NA,NA,NA
54,Glastonbury School District,9,Nayaug Elementary School,2010-11,663,32,8,NA,87,95,104,109,104,121,98,NA,NA,NA,NA,NA,NA,NA
54,Glastonbury School District,52,Smith Middle School,2010-11,1113,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,557,556,NA,NA,NA,NA
56,Granby School District,1,Frank M. Kearns Primary School,2010-11,418,1,NA,NA,110,110,154,153,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56,Granby School District,61,Granby Memorial High School,2010-11,785,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,207,195,189,194
56,Granby School District,51,Granby Memorial Middle School,2010-11,355,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,195,160,NA,NA,NA,NA
56,Granby School District,4,Kelly Lane Intermediate School,2010-11,330,NA,NA,NA,NA,0,NA,NA,94,80,89,67,NA,NA,NA,NA,NA,NA
56,Granby School District,3,Wells Road Intermediate School,2010-11,347,NA,NA,NA,NA,0,NA,NA,72,92,85,98,NA,NA,NA,NA,NA,NA
57,Greenwich School District,51,Central Middle School,2010-11,621,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,217,191,213,NA,NA,NA,NA
57,Greenwich School District,2,Cos Cob School,2010-11,418,14,70,NA,NA,70,59,77,59,67,72,NA,NA,NA,NA,NA,NA,NA
57,Greenwich School District,52,Eastern Middle School,2010-11,793,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,270,274,249,NA,NA,NA,NA
57,Greenwich School District,4,Glenville School,2010-11,346,NA,81,NA,NA,81,57,54,48,69,37,NA,NA,NA,NA,NA,NA,NA
57,Greenwich School District,61,Greenwich High School,2010-11,2673,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,676,708,640,649
57,Greenwich School District,5,Hamilton Avenue School,2010-11,415,53,65,NA,NA,65,71,59,60,58,49,NA,NA,NA,NA,NA,NA,NA
57,Greenwich School District,13,International School At Dundee,2010-11,372,NA,53,NA,NA,53,62,59,63,67,68,NA,NA,NA,NA,NA,NA,NA
57,Greenwich School District,3,Julian Curtiss School,2010-11,352,NA,54,NA,NA,54,64,50,56,54,74,NA,NA,NA,NA,NA,NA,NA
57,Greenwich School District,6,New Lebanon School,2010-11,243,14,39,NA,NA,39,36,39,45,43,27,NA,NA,NA,NA,NA,NA,NA
57,Greenwich School District,7,North Mianus School,2010-11,452,NA,67,NA,NA,67,84,65,76,79,81,NA,NA,NA,NA,NA,NA,NA
57,Greenwich School District,8,North Street School,2010-11,450,28,73,NA,NA,73,66,76,67,73,67,NA,NA,NA,NA,NA,NA,NA
57,Greenwich School District,9,Old Greenwich School,2010-11,409,28,66,NA,NA,66,73,74,63,66,39,NA,NA,NA,NA,NA,NA,NA
57,Greenwich School District,11,Parkway School,2010-11,292,NA,41,NA,NA,41,43,44,60,48,56,NA,NA,NA,NA,NA,NA,NA
57,Greenwich School District,10,Riverside School,2010-11,513,1,86,NA,NA,86,83,89,85,96,73,NA,NA,NA,NA,NA,NA,NA
57,Greenwich School District,53,Western Middle School,2010-11,493,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,160,165,168,NA,NA,NA,NA
58,Griswold School District,3,Griswold Elementary School,2010-11,726,83,3,NA,120,123,113,132,133,142,NA,NA,NA,NA,NA,NA,NA,NA
58,Griswold School District,62,Griswold High School,2010-11,709,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,177,178,176,178
58,Griswold School District,51,Griswold Middle School,2010-11,570,NA,NA,NA,NA,0,NA,NA,NA,NA,159,141,141,129,NA,NA,NA,NA
59,Groton School District,53,Carl C. Cutler Middle School,2010-11,359,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,121,119,119,NA,NA,NA,NA
59,Groton School District,20,Catherine Kolnaski Magnet School,2010-11,478,NA,100,NA,NA,100,83,75,70,76,74,NA,NA,NA,NA,NA,NA,NA
59,Groton School District,18,Charles Barnum School,2010-11,384,84,42,NA,30,72,54,55,40,49,30,NA,NA,NA,NA,NA,NA,NA
59,Groton School District,3,Claude Chester School,2010-11,388,70,40,NA,19,59,47,48,54,57,53,NA,NA,NA,NA,NA,NA,NA
59,Groton School District,51,Fitch Middle School,2010-11,411,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,154,124,133,NA,NA,NA,NA
59,Groton School District,61,Fitch Senior High School,2010-11,1271,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,313,326,335,297
59,Groton School District,17,Mary Morrisson School,2010-11,351,56,48,NA,14,62,73,41,43,34,42,NA,NA,NA,NA,NA,NA,NA
59,Groton School District,19,Northeast Academy Elementary School,2010-11,427,27,40,NA,17,57,84,68,53,69,69,NA,NA,NA,NA,NA,NA,NA
59,Groton School District,12,Pleasant Valley School,2010-11,301,NA,41,NA,15,56,55,49,58,46,37,NA,NA,NA,NA,NA,NA,NA
59,Groton School District,1,S. B. Butler School,2010-11,347,41,37,NA,NA,37,57,53,51,48,60,NA,NA,NA,NA,NA,NA,NA
59,Groton School District,52,West Side Middle School,2010-11,248,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,81,95,72,NA,NA,NA,NA
60,Guilford School District,7,A. Baldwin Middle School,2010-11,587,NA,NA,NA,NA,0,NA,NA,NA,NA,312,275,NA,NA,NA,NA,NA,NA
60,Guilford School District,6,A. W. Cox School,2010-11,316,NA,NA,NA,71,71,54,61,70,60,NA,NA,NA,NA,NA,NA,NA,NA
60,Guilford School District,4,Calvin Leete School,2010-11,335,NA,NA,NA,62,62,66,62,76,69,NA,NA,NA,NA,NA,NA,NA,NA
60,Guilford School District,51,E. C. Adams Middle School,2010-11,572,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,272,300,NA,NA,NA,NA
60,Guilford School District,61,Guilford High School,2010-11,1113,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,287,275,289,262
60,Guilford School District,2,Guilford Lakes School,2010-11,409,52,1,NA,65,66,66,73,64,88,NA,NA,NA,NA,NA,NA,NA,NA
60,Guilford School District,3,Melissa Jones School,2010-11,346,NA,1,NA,65,66,74,73,79,54,NA,NA,NA,NA,NA,NA,NA,NA
62,Hamden School District,80,Alice Peck Pre-K Program,2010-11,74,74,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62,Hamden School District,12,Bear Path School,2010-11,466,NA,72,NA,NA,72,63,65,55,58,84,69,NA,NA,NA,NA,NA,NA
62,Hamden School District,2,Church Street School,2010-11,408,14,53,NA,NA,53,58,56,59,52,62,54,NA,NA,NA,NA,NA,NA
62,Hamden School District,3,Dunbar Hill School,2010-11,309,NA,41,NA,NA,41,38,44,45,46,54,41,NA,NA,NA,NA,NA,NA
62,Hamden School District,61,Hamden High School,2010-11,1936,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,487,453,482,514
62,Hamden School District,52,Hamden Middle School,2010-11,900,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,448,452,NA,NA,NA,NA
62,Hamden School District,4,Helen Street School,2010-11,283,12,62,NA,NA,62,43,28,31,34,32,41,NA,NA,NA,NA,NA,NA
62,Hamden School District,11,Ridge Hill School,2010-11,341,NA,47,NA,NA,47,41,46,53,45,50,59,NA,NA,NA,NA,NA,NA
62,Hamden School District,1,Shepherd Glen School,2010-11,342,NA,66,NA,NA,66,60,41,41,39,51,44,NA,NA,NA,NA,NA,NA
62,Hamden School District,10,Spring Glen School,2010-11,377,NA,70,NA,NA,70,61,67,53,48,30,48,NA,NA,NA,NA,NA,NA
62,Hamden School District,14,West Woods School,2010-11,535,NA,70,NA,NA,70,87,79,74,82,75,68,NA,NA,NA,NA,NA,NA
63,Hampton School District,1,Hampton Elementary School,2010-11,139,23,13,NA,NA,13,17,16,18,11,25,16,NA,NA,NA,NA,NA,NA
64,Hartford School District,1,Americas Choice at SAND,2010-11,463,1,60,NA,NA,60,61,61,57,56,66,51,50,NA,NA,NA,NA,NA
64,Hartford School District,37,Annie Fisher Montessori Magnet School,2010-11,198,91,53,NA,NA,53,17,14,13,10,NA,NA,NA,NA,NA,NA,NA,NA
64,Hartford School District,7,Asian Studies School at Dwight/Belizzi School,2010-11,340,27,59,NA,NA,59,62,46,43,51,52,NA,NA,NA,NA,NA,NA,NA
64,Hartford School District,4,Batchelder School,2010-11,580,26,53,NA,NA,53,55,64,63,64,64,58,58,75,NA,NA,NA,NA
64,Hartford School District,35,Breakthrough II,2010-11,141,39,22,NA,NA,22,20,23,16,21,NA,NA,NA,NA,NA,NA,NA,NA
64,Hartford School District,33,Breakthrough Magnet School,2010-11,351,53,34,NA,NA,34,30,35,30,31,37,35,33,33,NA,NA,NA,NA
64,Hartford School District,61,Bulkeley High School Lower School,2010-11,670,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,466,204,NA,NA
64,Hartford School District,71,Bulkeley High School Upper School,2010-11,492,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,216,276
64,Hartford School District,6,Burns Latino Studies Academy,2010-11,666,30,81,NA,NA,81,72,63,53,68,60,60,88,91,NA,NA,NA,NA
64,Hartford School District,23,Burr School,2010-11,706,34,98,NA,NA,98,87,80,69,45,66,72,73,82,NA,NA,NA,NA
64,Hartford School District,69,Capital Preparatory Magnet School,2010-11,336,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,49,63,59,59,42,36,28
64,Hartford School District,24,Clark School,2010-11,380,15,56,NA,NA,56,45,51,35,32,40,30,37,39,NA,NA,NA,NA
64,Hartford School District,64,Classical Magnet School,2010-11,710,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,109,109,111,107,102,88,84
64,Hartford School District,60,Culinary Arts Academy,2010-11,246,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,74,63,31,78
64,Hartford School District,53,Dr. Joseph Bellizzi Middle School,2010-11,291,1,NA,NA,NA,0,NA,NA,NA,NA,NA,42,96,152,NA,NA,NA,NA
64,Hartford School District,28,Dr. Ramon E. Betances Early Reading Lab School,2010-11,311,36,86,NA,NA,86,55,45,50,39,NA,NA,NA,NA,NA,NA,NA,NA
64,Hartford School District,54,Hartford Magnet Middle School,2010-11,611,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,202,210,199,NA,NA,NA,NA
64,Hartford School District,76,High School Inc.,2010-11,257,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,87,115,55,NA
64,Hartford School District,9,Hooker School,2010-11,275,22,17,NA,NA,17,27,35,36,27,36,28,22,25,NA,NA,NA,NA
64,Hartford School District,72,HPHS Academy of Engineering and Green Technology,2010-11,395,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,133,139,123
64,Hartford School District,73,HPHS Freshmen Academy,2010-11,318,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,318,NA,NA,NA
64,Hartford School District,74,HPHS Law and Government Academy,2010-11,381,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,3,171,107,100
64,Hartford School District,75,HPHS Nursing Academy,2010-11,383,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,27,153,84,119
64,Hartford School District,36,IB Global Communications Academy,2010-11,372,NA,55,NA,NA,55,71,68,64,NA,NA,39,75,NA,NA,NA,NA,NA
64,Hartford School District,77,Journalism and Media High School,2010-11,230,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,75,76,79,NA
64,Hartford School District,10,Kennelly School,2010-11,783,18,87,NA,NA,87,75,90,74,103,95,89,83,69,NA,NA,NA,NA
64,Hartford School District,11,Kinsella Magnet School,2010-11,663,60,67,NA,NA,67,67,67,78,72,76,72,59,45,NA,NA,NA,NA
64,Hartford School District,8,M. D. Fox ComPACT School,2010-11,848,35,138,NA,NA,138,129,117,126,126,113,64,NA,NA,NA,NA,NA,NA
64,Hartford School District,16,M. L. King School,2010-11,465,3,36,NA,NA,36,52,53,59,75,52,31,60,44,NA,NA,NA,NA
64,Hartford School District,12,McDonough School,2010-11,418,14,61,NA,NA,61,42,59,50,44,41,38,69,NA,NA,NA,NA,NA
64,Hartford School District,19,Milner Core Knowledge School,2010-11,412,15,55,NA,NA,55,51,42,38,47,44,38,36,46,NA,NA,NA,NA
64,Hartford School District,32,Moylan School,2010-11,677,70,80,NA,NA,80,72,70,54,68,66,52,55,90,NA,NA,NA,NA
64,Hartford School District,14,Naylor School,2010-11,698,32,75,NA,NA,75,87,68,69,82,74,60,72,79,NA,NA,NA,NA
64,Hartford School District,20,Noah Webster Micro Society School,2010-11,592,59,65,NA,NA,65,62,74,60,62,53,52,48,57,NA,NA,NA,NA
64,Hartford School District,78,OPPortunity High School,2010-11,123,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,32,35,42,14
64,Hartford School District,15,Parkville Community School,2010-11,515,34,91,NA,NA,91,81,68,67,62,64,48,NA,NA,NA,NA,NA,NA
64,Hartford School District,66,Pathways to Technology Magnet School,2010-11,355,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,96,78,91,90
64,Hartford School District,40,Renzulli Academy,2010-11,57,NA,NA,NA,NA,0,NA,NA,NA,11,14,13,19,NA,NA,NA,NA,NA
64,Hartford School District,30,Sanchez School,2010-11,491,30,80,NA,NA,80,82,75,52,55,79,38,NA,NA,NA,NA,NA,NA
64,Hartford School District,56,Sarah J Rawson Middle Grades Academy,2010-11,188,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,63,51,74,NA,NA,NA,NA
64,Hartford School District,17,Sarah J. Rawson Elementary School,2010-11,462,13,74,NA,NA,74,60,76,77,91,71,NA,NA,NA,NA,NA,NA,NA
64,Hartford School District,26,Simpson-Waverly School,2010-11,357,15,48,NA,NA,48,40,40,48,42,33,28,24,39,NA,NA,NA,NA
64,Hartford School District,65,Sports and Medical Sciences Academy,2010-11,672,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,85,81,81,117,102,103,103
64,Hartford School District,25,STEM Magnet School at Annie-Fisher School,2010-11,328,NA,36,NA,NA,36,26,37,39,58,42,36,24,30,NA,NA,NA,NA
64,Hartford School District,67,University High School,2010-11,407,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,140,107,90,70
64,Hartford School District,63,Weaver High School,2010-11,154,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,154
64,Hartford School District,21,West Middle School,2010-11,688,16,99,NA,NA,99,84,95,73,75,80,55,53,58,NA,NA,NA,NA
64,Hartford School District,22,Wish School,2010-11,443,17,53,NA,NA,53,43,46,55,58,44,44,34,49,NA,NA,NA,NA
65,Hartland School District,1,Hartland School,2010-11,221,14,NA,NA,22,22,32,28,21,23,17,24,20,19,1,NA,NA,NA
67,Hebron School District,2,Gilead Hill School,2010-11,469,70,36,NA,76,112,129,158,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67,Hebron School District,1,Hebron Elementary School,2010-11,666,NA,NA,NA,NA,0,NA,NA,161,146,190,169,NA,NA,NA,NA,NA,NA
286,Highville Charter School District,1,Highville Charter School,2010-11,300,41,34,NA,NA,34,34,32,40,37,32,17,16,17,NA,NA,NA,NA
264,Integrated Day Charter School District,1,Integrated Day Charter School,2010-11,331,33,34,NA,NA,34,33,33,33,33,33,33,35,31,NA,NA,NA,NA
265,Interdistrict School for Arts and Comm District,51,Interdistrict School For Arts And Communication,2010-11,182,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,62,60,60,NA,NA,NA,NA
261,Jumoke Academy District,1,Jumoke Academy,2010-11,432,44,43,NA,NA,43,44,44,44,47,48,40,38,40,NA,NA,NA,NA
68,Kent School District,1,Kent Center School,2010-11,287,6,33,NA,NA,33,38,38,29,33,30,29,22,29,NA,NA,NA,NA
69,Killingly School District,80,Goodyear Early Childhood Center,2010-11,107,107,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
69,Killingly School District,1,Killingly Central School,2010-11,498,NA,NA,NA,88,88,98,109,104,99,NA,NA,NA,NA,NA,NA,NA,NA
69,Killingly School District,61,Killingly High School,2010-11,788,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,238,199,188,163
69,Killingly School District,52,Killingly Intermediate School,2010-11,823,NA,NA,NA,NA,0,NA,NA,NA,NA,224,189,218,192,NA,NA,NA,NA
69,Killingly School District,3,Killingly Memorial School,2010-11,469,NA,NA,NA,110,110,84,91,83,101,NA,NA,NA,NA,NA,NA,NA,NA
245,Learn,60,Connecticut River Academy,2010-11,146,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,111,35,NA,NA
245,Learn,50,Dual Language Arts Academy/Academia Bilingue de las Artes,2010-11,82,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,39,25,18,NA,NA,NA,NA
245,Learn,1,Multicultural Magnet School,2010-11,545,NA,97,NA,NA,97,93,96,86,89,84,NA,NA,NA,NA,NA,NA,NA
245,Learn,2,The Friendship School,2010-11,492,324,168,NA,NA,168,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71,Lebanon School District,1,Lebanon Elementary School,2010-11,484,60,NA,NA,70,70,84,88,89,93,NA,NA,NA,NA,NA,NA,NA,NA
71,Lebanon School District,51,Lebanon Middle School,2010-11,398,NA,NA,NA,NA,0,NA,NA,NA,NA,96,97,104,101,NA,NA,NA,NA
71,Lebanon School District,62,Lyman Memorial High School,2010-11,521,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,121,118,127,155
72,Ledyard School District,2,Gales Ferry School,2010-11,207,NA,NA,NA,64,64,74,69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72,Ledyard School District,4,Gallup Hill School,2010-11,341,48,NA,NA,36,36,44,35,43,47,43,45,NA,NA,NA,NA,NA,NA
72,Ledyard School District,3,Juliet W. Long School,2010-11,285,NA,NA,NA,NA,0,NA,NA,69,71,75,70,NA,NA,NA,NA,NA,NA
72,Ledyard School District,1,Ledyard Center School,2010-11,416,NA,NA,NA,62,62,58,65,60,53,56,62,NA,NA,NA,NA,NA,NA
72,Ledyard School District,61,Ledyard High School,2010-11,928,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,260,225,223,220
72,Ledyard School District,51,Ledyard Middle School,2010-11,435,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,213,222,NA,NA,NA,NA
73,Lisbon School District,60,Community Connection - The Big Picture High School,2010-11,32,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,6,13,4,9
73,Lisbon School District,1,Lisbon Central School,2010-11,502,39,2,NA,39,41,44,49,36,53,48,56,67,69,NA,NA,NA,NA
74,Litchfield School District,2,Center School,2010-11,341,19,76,NA,NA,76,71,88,87,NA,NA,NA,NA,NA,NA,NA,NA,NA
74,Litchfield School District,61,Litchfield High School,2010-11,560,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,104,94,76,94,102,90
74,Litchfield School District,3,Litchfield Intermediate School,2010-11,268,NA,NA,NA,NA,0,NA,NA,NA,79,92,97,NA,NA,NA,NA,NA,NA
76,Madison School District,61,Daniel Hand High School,2010-11,1290,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,321,326,337,306
76,Madison School District,6,Dr. Robert H. Brown Middle School,2010-11,588,NA,NA,NA,NA,0,NA,NA,NA,NA,288,300,NA,NA,NA,NA,NA,NA
76,Madison School District,2,Island Avenue Elementary School,2010-11,302,NA,NA,NA,NA,0,55,83,83,81,NA,NA,NA,NA,NA,NA,NA,NA
76,Madison School District,1,J. Milton Jeffrey Elementary School,2010-11,492,NA,NA,NA,135,135,79,86,101,91,NA,NA,NA,NA,NA,NA,NA,NA
76,Madison School District,3,Kathleen H. Ryerson Elementary School,2010-11,275,NA,NA,NA,NA,0,54,76,71,74,NA,NA,NA,NA,NA,NA,NA,NA
76,Madison School District,52,Walter C. Polson Upper Middle School,2010-11,616,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,310,306,NA,NA,NA,NA
77,Manchester School District,1,Bowers School,2010-11,409,NA,73,NA,NA,73,75,70,74,57,60,NA,NA,NA,NA,NA,NA,NA
77,Manchester School District,3,Buckley School,2010-11,389,66,64,NA,NA,64,69,50,45,51,44,NA,NA,NA,NA,NA,NA,NA
77,Manchester School District,17,Elisabeth M. Bennet Academy,2010-11,454,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,454,NA,NA,NA,NA,NA,NA
77,Manchester School District,4,Highland Park School,2010-11,273,NA,46,NA,NA,46,55,46,45,38,43,NA,NA,NA,NA,NA,NA,NA
77,Manchester School District,53,Illing Middle School,2010-11,901,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,436,465,NA,NA,NA,NA
77,Manchester School District,6,Keeney School,2010-11,387,1,52,NA,NA,52,55,70,65,70,74,NA,NA,NA,NA,NA,NA,NA
77,Manchester School District,61,Manchester High School,2010-11,1886,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,527,458,454,447
77,Manchester School District,80,Manchester Preschool Center,2010-11,182,182,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
77,Manchester School District,16,Martin School,2010-11,221,NA,41,NA,NA,41,43,41,30,30,36,NA,NA,NA,NA,NA,NA,NA
77,Manchester School District,9,Nathan Hale School,2010-11,234,NA,48,NA,NA,48,38,36,30,42,40,NA,NA,NA,NA,NA,NA,NA
77,Manchester School District,10,Robertson School,2010-11,377,11,108,NA,NA,108,65,65,53,34,41,NA,NA,NA,NA,NA,NA,NA
77,Manchester School District,12,Verplanck School,2010-11,340,NA,67,NA,NA,67,65,55,45,58,50,NA,NA,NA,NA,NA,NA,NA
77,Manchester School District,13,Waddell School,2010-11,348,NA,59,NA,NA,59,63,58,57,63,48,NA,NA,NA,NA,NA,NA,NA
77,Manchester School District,14,Washington School,2010-11,307,NA,57,NA,NA,57,51,55,47,53,44,NA,NA,NA,NA,NA,NA,NA
78,Mansfield School District,4,Annie E. Vinton School,2010-11,274,31,45,NA,NA,45,57,39,52,50,NA,NA,NA,NA,NA,NA,NA,NA
78,Mansfield School District,2,Dorothy C. Goodwin School,2010-11,202,30,34,NA,2,36,31,37,39,29,NA,NA,NA,NA,NA,NA,NA,NA
78,Mansfield School District,51,Mansfield Middle School School,2010-11,585,NA,NA,NA,NA,0,NA,NA,NA,NA,147,141,151,146,NA,NA,NA,NA
78,Mansfield School District,5,Southeast Elementary School,2010-11,265,29,52,NA,NA,52,39,47,46,52,NA,NA,NA,NA,NA,NA,NA,NA
79,Marlborough School District,1,Elmer Thienes-Mary Hall Elementary School,2010-11,673,22,NA,NA,85,85,84,102,90,105,98,87,NA,NA,NA,NA,NA,NA
80,Meriden School District,1,Benjamin Franklin School,2010-11,467,84,NA,NA,62,62,71,66,77,50,57,NA,NA,NA,NA,NA,NA,NA
80,Meriden School District,11,Casimir Pulaski School,2010-11,705,NA,NA,NA,124,124,108,104,119,123,127,NA,NA,NA,NA,NA,NA,NA
80,Meriden School District,61,Francis T. Maloney High School,2010-11,1235,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,403,294,258,280
80,Meriden School District,3,Hanover School,2010-11,518,100,NA,NA,51,51,57,79,107,69,55,NA,NA,NA,NA,NA,NA,NA
80,Meriden School District,4,Israel Putnam School,2010-11,560,NA,NA,NA,100,100,75,92,90,103,100,NA,NA,NA,NA,NA,NA,NA
80,Meriden School District,5,John Barry School,2010-11,508,40,79,NA,NA,79,79,67,75,80,88,NA,NA,NA,NA,NA,NA,NA
80,Meriden School District,52,Lincoln Middle School,2010-11,711,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,213,230,268,NA,NA,NA,NA
80,Meriden School District,7,Nathan Hale School,2010-11,620,1,NA,NA,96,96,110,103,89,102,119,NA,NA,NA,NA,NA,NA,NA
80,Meriden School District,62,Orville H. Platt High School,2010-11,1100,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,377,249,238,236
80,Meriden School District,8,Roger Sherman School,2010-11,521,79,NA,NA,71,71,68,75,71,84,73,NA,NA,NA,NA,NA,NA,NA
80,Meriden School District,10,Thomas Hooker School,2010-11,446,NA,NA,NA,83,83,105,89,51,52,66,NA,NA,NA,NA,NA,NA,NA
80,Meriden School District,54,Washington Middle School,2010-11,888,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,278,296,314,NA,NA,NA,NA
83,Middletown School District,2,Bielefield School,2010-11,366,NA,65,NA,NA,65,61,63,63,57,57,NA,NA,NA,NA,NA,NA,NA
83,Middletown School District,5,Farm Hill School,2010-11,371,NA,61,NA,NA,61,73,59,50,66,62,NA,NA,NA,NA,NA,NA,NA
83,Middletown School District,15,Keigwin Middle School,2010-11,372,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,372,NA,NA,NA,NA,NA,NA
83,Middletown School District,13,Lawrence School,2010-11,377,NA,59,NA,NA,59,65,73,56,55,69,NA,NA,NA,NA,NA,NA,NA
83,Middletown School District,9,MacDonough School,2010-11,248,NA,41,NA,NA,41,39,47,34,59,28,NA,NA,NA,NA,NA,NA,NA
83,Middletown School District,62,Middletown High School,2010-11,1357,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,383,357,319,298
83,Middletown School District,12,Moody School,2010-11,361,NA,55,NA,NA,55,54,75,48,65,64,NA,NA,NA,NA,NA,NA,NA
83,Middletown School District,11,Snow School,2010-11,352,103,30,NA,NA,30,44,45,43,40,47,NA,NA,NA,NA,NA,NA,NA
83,Middletown School District,1,Spencer School,2010-11,341,NA,57,NA,NA,57,58,62,59,47,58,NA,NA,NA,NA,NA,NA,NA
